act_s,count,act
"U/Sec 12 of D.V. Act",18,21383
"U/Sec 12 of Guardian And Wards ACT",6,21384
"U/Sec 12 of Protection of Women from Domestic Violence Act 2015",307,21385
"U/Sec 12(1)(a) of Hindu Marriage Act",7,21386
"U/Sec 13",10,21387
"U/Sec 13  .i a.   .i b. of the Hindu Marriage Act",8,21388
"U/Sec 13 1 A and 1 B Hindu Marriage act",18,21389
"U/Sec 13 2 iv of the Hindu Marriage Act 1955",1,21390
"U/Sec 13 B OF HINDU MARRIAGE ACT 1955",166,21391
"U/Sec 13 B OF THE HINDU MARRIAGE ACT",61,21392
"U/Sec 13 iA iB 1955 Hindu Marriage Act",6,21393
"U/Sec 13 ia,ib of Hindu Marriage Act",97,21394
"U/Sec 13 of H.M Act",12,21395
"U/Sec 13 of the Family Courts Act",6,21396
"U/Sec 13(1)(ia)(ib) And (2)(i) of Hindu Marriage Act",1,21397
"U/Sec 13(1)(ia)(iii)(1A)(i) of HMAct",1,21398
"U/Sec 13(3) Birth and Death Act",2275,21399
"U/Sec 13(3) Birth and Death Registration Act 1969.",1267,21400
"U/Sec 13(B) of H.M Act",44,21401
"U/Sec 13(ia) (ib) of Hindu Marriage Act 1955",191,21402
"U/Sec 13-B of Hindu Marriage Act 1955",3,21403
"U/Sec 13/3 RBD Act",13,21404
"U/Sec 138 and 142 of N I Act",5,21405
"U/Sec 138 of N.I. Act",276,21406
"U/Sec 138 of NI Act",197,21407
"U/Sec 13B of Hindu Marriage Act",117,21408
"U/Sec 14, 32, 34, 38(A) of Karnataka Ex.Act",1,21409
"U/Sec 140 and 166 of MVC Act,1988",4,21410
"U/Sec 144  1 Railway Act",15,21411
"U/Sec 149 CPC",1,21412
"U/Sec 15 A OF K.E. Act.",3,21413
"U/Sec 15 of KARNATAKA PANCHAYATH RAJ ACT",1,21414
"U/Sec 15(A), 34 of Excise Act",1,21415
"U/Sec 151 CPC",22,21416
"U/Sec 152 CPC",1,21417
"U/Sec 152 and 151 CPC Rule 253 of Karnataka MVC 1989",1,21418
"U/Sec 153 R/W Sec 151 of CPC",2,21419
"U/Sec 160 2 of Railways Act 1989",2,21420
"U/Sec 163 of MVC Act",4,21421
"U/Sec 163-A of M V Act 1988 As Amended in 1994",2,21422
"U/Sec 163.A. of Motor Vehicle Act 1994",1,21423
"U/Sec 165-A And 166 of M.V. Act 1989",5,21424
"U/Sec 166 (1) (a) And (b) of M.V. Act",1,21425
"U/Sec 166 (1) of M.V. Act 1988",18,21426
"U/Sec 166 4 of MV Act",4,21427
"U/Sec 166 C of IMV Act 1988.",11,21428
"U/Sec 166 Clause A of MV Act 1988",3,21429
"U/Sec 166 OF M V ACT",511,21430
"U/Sec 166 of M V Act",932,21431
"U/Sec 166 of MV Act 1988 and 1989",46,21432
"U/Sec 166 of MVC Act",188,21433
"U/Sec 166 of the M V Act",15,21434
"U/Sec 166 of the Motor Vehicles Act 1989",21,21435
"U/Sec 170 of MV Act",156,21436
"U/Sec 171 R/w 15 of Gram Swaraj and karnataka Panchayat Raj Act 1993",1,21437
"U/Sec 171 of the Karnataka Panchayat Raj Act 1993",1,21438
"U/Sec 18 3 B of L.A. Act",8,21439
"U/Sec 18 a i of the Drugs and  Cosmetics Act 1940",6,21440
"U/Sec 18 of Hindu Adoption And Maintenance Act of 1956",1,21441
"U/Sec 18 of the Land Acquisition Act 1894",9,21442
"U/Sec 18 of the domastic voilence Act. 2005",1,21443
"U/Sec 18-1 of the Land Acquisation",412,21444
"U/Sec 185 M.V.Act ,158 R/w 177 M.V.Act",3,21445
"U/Sec 185 M.V.Act,184, 179, 158 r/w 177 M.V.Act",1,21446
"U/Sec 192 A R/W/S 66 1  of IMV Act",983,21447
"U/Sec 2 A (2) R/w 10(1) of I D Act 1947 (I.D. Amended Act No. 24 of 2010)",10,21448
"U/Sec 20 R/W 23/2  of Protection of women from Domastic Voilence Act.",1,21449
"U/Sec 20 of Guardian and Wards Act",2,21450
"U/Sec 20, 21 and 23  2 of the domestic voilence Act 2005",1,21451
"U/Sec 200 R/W 22 b 22 a of minimum wages Act 1948",5,21452
"U/Sec 21 Rule 32, 54, 64 to 72, 82 and Sec 151",2,21453
"U/Sec 213 OF INDIAN SUCCESSION ACT",1,21454
"U/Sec 214 of Indian Succession Act",7,21455
"U/Sec 22  2 of the Workmen Compensation Act",30,21456
"U/Sec 22 E  5  of the Legal Services Authorities Act 1987",5,21457
"U/Sec 22 INDIA DIVORCE ACT 1869",1,21458
"U/Sec 22 and 23 of the Protection of Women from Domestic voilence Act.",1,21459
"U/Sec 22 of W C Act 1923",50,21460
"U/Sec 24 Of CPC",37,21461
"U/Sec 24 of Hindu Marriage Act",327,21462
"U/Sec 24(e) of K F Act 1963, U/sec 8 K T C Act",1,21463
"U/Sec 25 Of Guardians and Wards Act.",11,21464
"U/Sec 26 Order 4 R.1 and Order 7 Rule 1 and 2 of CPC",133,21465
"U/Sec 26 Order 7 Rule 1 and 2 of CPC",61,21466
"U/Sec 26 Order 7 Rule 1 of CPC",1,21467
"U/Sec 26 Order 7 Rule 1 to 5 of CPC and 151",7,21468
"U/Sec 26 Order VII Rule 1 of CPC",2,21469
"U/Sec 26 R/W Order VII Rule 1 and 2 of CPC",20,21470
"U/Sec 26 R/W U/O VII Rule 1 to 3 of CPC",6,21471
"U/Sec 26 R/w order VII Rule 1 to 10 CPC",2,21472
"U/Sec 26 and 33 R/W order 7 Rule 1 of CPC",1,21473
"U/Sec 26 and Order 7 Rule 1 and 2 CPC",59,21474
"U/Sec 26 and Order Vii Rule 1 of CPC",126,21475
"U/Sec 266 of Indian Succession Act",1,21476
"U/Sec 27 of special Marriage Act.",2,21477
"U/Sec 28  3  4 B of Karnataka Civil Courts Act 1964",1,21478
"U/Sec 28 of Vacational Civil Court Act 1964",2,21479
"U/Sec 29 Hindu Minor guardian act 8 clause 2 A",7,21480
"U/Sec 29 OF THE INDIAN GUARDIANS AND WARDS ACT",2,21481
"U/Sec 29 R/W Sec 10 of the Guardian and Wards Act",4,21482
"U/Sec 29 of G and W Act 1890 R/w 8 of Hindu G and W Act",8,21483
"U/Sec 3 Chil Labour Act 1986",4,21484
"U/Sec 3 Prevention of Immoral Traffic Act. 1956",1,21485
"U/Sec 3 and 7 of Charatiable and Religious Trust Act 1920 R/w GO No Ekroop Shashan CR 72/03",11,21486
"U/Sec 3 of the Prohibition of Child Marriage Act",1,21487
"U/Sec 3,4 and  10 WC Act",8,21488
"U/Sec 30 and 31 of LA Act",67,21489
"U/Sec 31  2  of the KLA ACT",28,21490
"U/Sec 31 of Karnataka Shop Est, and Commercial inst Act.",25,21491
"U/Sec 31 of LA Act R W SCC 151 CPC",28,21492
"U/Sec 32 33  of KE Act",4,21493
"U/Sec 32 34 of KE Act",173,21494
"U/Sec 32, 34, 38 A KE Act",2,21495
"U/Sec 34 Sub Sec (2) (1) and Sub Sec (3) of Arbitration And Conciliation Act 1996",9,21496
"U/Sec 34 Sub-Sec(2) (3) (5) from Chapter VII Recourse Award Aribitration and Coniliation Act 1996",1,21497
"U/Sec 34 of Arbitration and Concilication Act 1996 R/w Sec 3(G)(6) of N.H.Act 1956 R/w K.H.C. 2001",17,21498
"U/Sec 34 of the Arbitration and conciliation rule 4",9,21499
"U/Sec 34(2) (I) and (3) of Arbitration and Conciliation Act 1996",2,21500
"U/Sec 341,504,506,353",1,21501
"U/Sec 35 of the Karnataka Highway Act 1964",30,21502
"U/Sec 372 Indian Succession Act 1925",60,21503
"U/Sec 372 indian sessions act",4264,21504
"U/Sec 372 of Indian Succession Act 1925",29,21505
"U/Sec 372 of The Indian Succession Act",23,21506
"U/Sec 372/1 OF INDIAN SUCCESSION ACT",20,21507
"U/Sec 374 of the Indian Succession Act",6,21508
"U/Sec 375 OF INDIAN SUCCESSION ACT",1,21509
"U/Sec 39 Of CPC",1,21510
"U/Sec 397 Of CR. P.C",65,21511
"U/Sec 3H(4) OF THE NATIONAL HIGHWAYS ACT, 1956",3,21512
"U/Sec 4 Of Limitation Act",2,21513
"U/Sec 4 of Guardian and ward act 1890 R/w sec. 8 Hindu minarity of Guardianship Act",1,21514
"U/Sec 4(1) and (3), 4(2), 5, 12(1), 29 Sec 34, 34 Column 6A Act.",5,21515
"U/Sec 41 Rule CPC R/W Sec 54 of the Land Acquisition Act",6,21516
"U/Sec 41 of Juvenile Justice Act R/w 151 of CPC",1,21517
"U/Sec 420, 506, 409, 120(B), 468, 471 of IPC and Sec 9 of KPIDFE Act 204",1,21518
"U/Sec 421",2,21519
"U/Sec 43 E of Karnataka Excise Act",6,21520
"U/Sec 47 of Bombay Public Trust Act R/w 4.4. of Indian Trust Act 1920",1,21521
"U/Sec 5 OF LIMITATION ACT",4,21522
"U/Sec 5 of Hindu Guardian and Wards",1,21523
"U/Sec 5 of the Guardian and Wards Act R/w Sec 8 .1.2. of the Hindu M/G Act 1956",3,21524
"U/Sec 52 of Juvenile Justice Act",3,21525
"U/Sec 54 CPC",5,21526
"U/Sec 54 Of LA ACT R/w 96 And U/o Rule 1 of CPC",1,21527
"U/Sec 54 R/W 20 Rule 18 of CPC",5,21528
"U/Sec 54 of CPC",9,21529
"U/Sec 54 of LA act",788,21530
"U/Sec 54.1.  of Land Acquisition Act",146,21531
"U/Sec 57 and 372 of Indian Succession Act 1925",2,21532
"U/Sec 6, 8, 10, and 13 of the Guardian and Wards Act 1980",3,21533
"U/Sec 64 of B D A Act",1,21534
"U/Sec 64(1) of the Right to Fair Compensation and Transparency in L.A.R.R. Act 2013",2373,21535
"U/Sec 7   1 G and W Act",3,21536
"U/Sec 7 Rule 1 and 2 of CPC",134,21537
"U/Sec 7 and 10 Guardian and Wards R/w 8 of MG Act",1,21538
"U/Sec 7 and 12 of Guardians and Wards Act",1,21539
"U/Sec 7 and 8 of Guardians and Wards Act 1890 r/w Sec 6 of H M and Guardianship Act 1956",8,21540
"U/Sec 7 of Provincial Insolvency Act 1920",1,21541
"U/Sec 7(1) of Guardian and Wards Act 1890",1,21542
"U/Sec 78   iii K.P. Act",46,21543
"U/Sec 78 R KP Act",13,21544
"U/Sec 78 iii KP Act",178,21545
"U/Sec 8 ,2, of Hindu Minority and Guardianship Act",17,21546
"U/Sec 8 ,2, of Hindu Minority and Guardianship Act  1956",20,21547
"U/Sec 8 and 13 of G and W.C. Act",3,21548
"U/Sec 8 of Hindu Minority and Guardianship Act",16,21549
"U/Sec 8 of Hindu Minority and Guardianship Act R/w Sec.28 and 29 G and Wards Act.",4,21550
"U/Sec 8 of the Karnataka Private Educational Institution , Disciplined Controlle Act-1975",5,21551
"U/Sec 8,10,25 of Guardian and Wards  Act of 1880",1,21552
"U/Sec 80 KP Act",3,21553
"U/Sec 80 of KVAT Act",37,21554
"U/Sec 9 OF HINDU MARRIAGE ACT 1955",36,21555
"U/Sec 9 Rule 13 of CPC",6,21556
"U/Sec 9 Rule 18 R/W Sec 151 of CPC",1,21557
"U/Sec 9 and 10 of Guardians and Wards Act",3,21558
"U/Sec 9 and 13 of the Guardian and wards Act 1890",2,21559
"U/Sec 9 of H.M Act",4,21560
"U/Sec 9 of Hindu Marriage Act 1955",52,21561
"U/Sec 9 of the Indu Marriage Act 1955",9,21562
"U/Sec 9(4) of Hindu Adoption And Maintain Act 1956 R/w 41 of Juveline Justice Act 2000 And Rule 28",9,21563
"U/Sec 9(4) of Hindu Adoption and Maintenance Act 1956 R/w 41 of Juveline Justice Act 2015 Rule 28",18,21564
"U/Sec 9(b) and 37(2) of the protection of Women from Domestic violence Act.2005",5,21565
"U/Sec 91 CPC",1,21566
"U/Sec 92 O and P KP Act",5,21567
"U/Sec 92 O and R KP Act",1422,21568
"U/Sec 92 Q KP Act",66,21569
"U/Sec 92 Q and R KP Act",5,21570
"U/Sec 92 R KP Act",1378,21571
"U/Sec 92 R/w Order 7 rule 1 of CPC",1,21572
"U/Sec 96  clause B of KP Act",10,21573
"U/Sec 96 R/W ORDE 41 RULE SEC 151 OF CPC 1908",4,21574
"U/Sec 96 R/w order 41 rule of 5 CPC",4,21575
"U/Sec 96 and Order 41 Rule 1 R/w Sec 151 of CPC 1908",2,21576
"U/Sec 96 and R/W Order 41 Rules 1 and 2 OF CPC",12,21577
"U/Sec 96 of CPC",37,21578
"U/Sec Hindu Minor 8 of GW Act",23,21579
"U/Sec KPP Act",3,21580
"U/Sec The Working Journalists And Other News Paper Employees .Conditions Of Service. and Miscellaneo",4,21581
"U/Sec of 8 of Indian G and W Act",5,21582
"U/Sec.",28183,21583
"U/Sec.   1989",1,21584
"U/Sec.  323,",2,21585
"U/Sec.  7  1 and 2 of PIT Act.",3,21586
"U/Sec. 10 of Guardian and wards Act, 1890",9,21587
"U/Sec. 10 of the Karnataka Public Premises Act.",15,21588
"U/Sec. 10 of the Karnataka Public Premises Eviction of Unauthorized Occupancy Act 1974",19,21589
"U/Sec. 10(1)(c) Of I.D.Act 1947 (Central U/sec. 14,1947)",70,21590
"U/Sec. 10-A of the Divorce Act",4,21591
"U/Sec. 101 R/w 12 of Juvenile Justice Act 2015.",10,21592
"U/Sec. 104",1,21593
"U/Sec. 104 R/W Order 43 Rule 1(r) of CPC",2,21594
"U/Sec. 105 r/w Order 43 Rule 1 CPC",1,21595
"U/Sec. 11 of Hindu Marriage Act",1,21596
"U/Sec. 11, 12 r/w 5(1) of Hindu Marriage Act.",1,21597
"U/Sec. 114 of CPC",1,21598
"U/Sec. 12 15, 16,17,18,20,22,and 23 of PWDV act 2005",12,21599
"U/Sec. 12 of D.V. Act",17,21600
"U/Sec. 12 of D.V. Act.",8,21601
"U/Sec. 12 of Gurardian and Wards Act",1,21602
"U/Sec. 12 of PWDV Act",3,21603
"U/Sec. 12 of the Prosecution of Women From Domestic Violence Act,2005",11,21604
"U/Sec. 12(1) of the Domestic Voilence Act 2005",18,21605
"U/Sec. 12.1. .d. of the Hindu Marriage Act",1,21606
"U/Sec. 12.1.c of the Hindu Marriage Act",1,21607
"U/Sec. 125 clasue 2 of Cr. PC",26,21608
"U/Sec. 125 of Cr,P.C.",148,21609
"U/Sec. 128 of C.P.C.",3,21610
"U/Sec. 13   1 ib of Hindu Marriage Act.",8,21611
"U/Sec. 13  1  1a of Hindu Marriage Act",26,21612
"U/Sec. 13 (B) of Hindu Marriage Act",24,21613
"U/Sec. 13 - B 1 of the Hindu Marriage Act 1955",1,21614
"U/Sec. 13 -1 (1) (1A) (1B) Hindu Marriage Act 1955.",5,21615
"U/Sec. 13 1 a and b of Hindu Marriage Act of 1955",1,21616
"U/Sec. 13 1 a of Hindu Marriage act",14,21617
"U/Sec. 13 1 ia ib and Sec 10 1 of Hindu Marrage Act",3,21618
"U/Sec. 13 3 R/w 10 3 of Birth and Death Registration Act",38,21619
"U/Sec. 13 3 b of K B and D Reg. Act.",361,21620
"U/Sec. 13 b of the Hindu Marriage Act",53,21621
"U/Sec. 13 cluase 3 of Birth and Death Act",2599,21622
"U/Sec. 13 cluse 3 of Kar. Birth and Deaths of Reg. Act.",1496,21623
"U/Sec. 13 i of the Hindu Marriage Act",9,21624
"U/Sec. 13 of Birth and Death Act.",2288,21625
"U/Sec. 13(1) (i) (ia) and i(b) of  Hindu Marriage Act.",3,21626
"U/Sec. 13(1)(1A) of Hindu Marriage Act.",2,21627
"U/Sec. 13(1)(1a)(iii) of Hindu Marriage Act",1,21628
"U/Sec. 13(1)(a) and (ib) of Hindu Marriage Act, 1955",1,21629
"U/Sec. 13(1)(c),  13(e), 13(2)  of Prevention of Corruption Act 1988 and Sec.120(b), 420, 465, 468 o",10,21630
"U/Sec. 13(1)(ia) of H.M Act 1955",1,21631
"U/Sec. 13(1), (3), (B) of Hindu Marriage Act.1956.",5,21632
"U/Sec. 13(2) of Registration of Birth and Death Act",12,21633
"U/Sec. 13(3) of Registration of Birth and Death Act",267,21634
"U/Sec. 13(A) of Hindu Marriage Act.",83,21635
"U/Sec. 13(ia)(ib) of Hindu Marriage Act 1987",1,21636
"U/Sec. 13, 1B and V of Hindu Marriage Act.",2,21637
"U/Sec. 13.1 i ib.. of Hindu Marriage Act, 1955",5,21638
"U/Sec. 13.1 i.a and 13 1 i.b of Hindu Marriage Act  1956",16,21639
"U/Sec. 13.1 ia. ib of the Hindu Marriage Act",32,21640
"U/Sec. 13.1.i.ia of the Hindu marriage act",2,21641
"U/Sec. 130 cluse 1 R/w Sec. 177 IMV Act.",1,21642
"U/Sec. 132 of Karnataka Land Revenue Act.,",429,21643
"U/Sec. 138 NI ACT",43,21644
"U/Sec. 138 and 142 of N. I. Act.",456,21645
"U/Sec. 138 of N.I. Act",2656,21646
"U/Sec. 138 of N.I. Act.",54,21647
"U/Sec. 143 of 1 of Railways Act 2003",6,21648
"U/Sec. 143,",4,21649
"U/Sec. 143, 504, 355, 324 , 506 r/w 149 IPC IPC",1,21650
"U/Sec. 15  A  32 III KE Act 160",4,21651
"U/Sec. 15 A  32  III  KE Act",202,21652
"U/Sec. 15 Panchayath Raj Act",2,21653
"U/Sec. 15 and 19 of Karnataka Grama Swaraj and Panchayath Raj Act",1,21654
"U/Sec. 15(A) 32 (III) KE Act",7,21655
"U/Sec. 153 R/w. 151 of C.P.C",1,21656
"U/Sec. 154 and 159 of Railway Act.",11,21657
"U/Sec. 156 r/w 196 IMV and Rule 230(A) r/w 177 MV Act",1,21658
"U/Sec. 158(6) of M.V.Act",1159,21659
"U/Sec. 163.A of  Motor  Vehicle  Act",2,21660
"U/Sec. 163A of M.V.Act.1989",3,21661
"U/Sec. 166",6,21662
"U/Sec. 166 . 1 a of Motor Vehicle Act.",6,21663
"U/Sec. 166 of IMV Act.",4,21664
"U/Sec. 166 of Motor Vehicles Act",572,21665
"U/Sec. 166 of the Motor Vehicle Act",96,21666
"U/Sec. 17 of the Guardian and Wards Act",1,21667
"U/Sec. 18  1 of L.A.Act",1,21668
"U/Sec. 18 1 of L.A. Act",350,21669
"U/Sec. 18 3 B of L.A. Act.",23,21670
"U/Sec. 18 R 1 and 2 of Land Acquisition act 1894",1,21671
"U/Sec. 18 Sub Sec.3 of L.A. Act",297,21672
"U/Sec. 18 clause a and i, of Drugs and Cosmetics Act.",2,21673
"U/Sec. 181  of M.V. act",2,21674
"U/Sec. 185 M.V. Act",366,21675
"U/Sec. 185 MV Act, 158 R/w 177 MV Act.",4,21676
"U/Sec. 188, 379 r/w 149 of IPC and 44 of KMMCR",1,21677
"U/Sec. 192 MVAct",1,21678
"U/Sec. 2 .ii. and 2 .viii. .a. .f. and 2 .ix. of the Dissolution of Muslim Marriages Act",1,21679
"U/Sec. 2(1)(c)(i)(xviii) of Commercial Courts Act, 2015",1,21680
"U/Sec. 20 I.T.T. ACT 1978",1,21681
"U/Sec. 20 of Karnataka Civil Courts Act 1964",1,21682
"U/Sec. 20 of the P.W.D.V.Act 2005",1,21683
"U/Sec. 20(a), 20(B) of NDPS Act, 1985",4,21684
"U/Sec. 20(a), 8(b) of NDPS Act 1985.",8,21685
"U/Sec. 20(b), 20(ii)(B), 8(b) of NDPS Act 1985",7,21686
"U/Sec. 200 Cr.p.c. under Factories Act 1948 and KFR 1969",16,21687
"U/Sec. 20a, 8(b) of NDPS Act 1985.",9,21688
"U/Sec. 21 of MMRD Act.",1,21689
"U/Sec. 21(1)(A) of MMDR Act  and 44(1), 44(2) of KMMCR Act 1994",2,21690
"U/Sec. 213 and  276  of Indian Succession Act",2,21691
"U/Sec. 22 A KM and G ACT 1964 21 MMRD ACT 1957 and Col. 379 IPC",1,21692
"U/Sec. 22 OF THE EMPLOYEE'S COMPENSATION ACT 1923.",1428,21693
"U/Sec. 22 OF THE WORKMEN'S COMPENSATION ACT 1923.",134,21694
"U/Sec. 22 of Hindu Succession Act 1956.",1,21695
"U/Sec. 22 of the Empolyees Compensation Act.",5,21696
"U/Sec. 23 of Protection of Women from Domestic Violence",2,21697
"U/Sec. 24 of Mental Health Act of 1987",2,21698
"U/Sec. 25 of The Gaurdians and Wards Act 1890",3,21699
"U/Sec. 26  and Order 41 Rule 1 of CPC",1,21700
"U/Sec. 26 1 Order 7 Rule 1 r/w 151 of CPC",14,21701
"U/Sec. 26 Order 7 Rule 1 and 2 of CPC",255,21702
"U/Sec. 26 Order 7 Rule 1, 2, 3, 5 of C.P.C.",78,21703
"U/Sec. 26 R/W Order 7 Rule 1 of CPC",66,21704
"U/Sec. 26 R/w Order VII Rule 1 of Cr.P.C.",8,21705
"U/Sec. 26 and U/Order 7 Rule 1 of CPC",3,21706
"U/Sec. 26 r/w Order VII Rules 1 and 3 of CPC",5,21707
"U/Sec. 26(1) and order VII Rule 1 of CPC and R/w Sec. 2(I)(II)(IV)(VII) of Dissolution of Muslim Mar",1,21708
"U/Sec. 27 Rule 32 of CPC",1,21709
"U/Sec. 27 of Special Marriage Act, 1954",1,21710
"U/Sec. 27(1) (b) and (d) of Special Marriage Act 1954 for Divorce.",2,21711
"U/Sec. 27(2)(a)(r) and 31 (1) and (c) of Karnataka Rent Act of 1999",2,21712
"U/Sec. 272 of Indian Succession Act r/w sec. 151 of CPC",1,21713
"U/Sec. 276 of Probate and Succession Act",1,21714
"U/Sec. 276 of the Indian Succession Act",117,21715
"U/Sec. 279, 304A, 379,34 of IPC and sec. 42,43,44,31(r) of Karnataka Minor Mineral Consistent Rule",1,21716
"U/Sec. 279, 337 R/w 187 IMV ACT",4,21717
"U/Sec. 279, 337, 338 R/w 187 IMV ACT",7,21718
"U/Sec. 279, 337, 338 R/w 196 IMV ACT",1,21719
"U/Sec. 279, 337, 338 R/w. 187, 181 of IMV Act.",10,21720
"U/Sec. 279, 338 R/w 187 IMV ACT",5,21721
"U/Sec. 28 OF KARNATAKA CIVIL COURTS ACT.",1,21722
"U/Sec. 28 of Civil Court Act",1,21723
"U/Sec. 28 of Civil Court Act.",1,21724
"U/Sec. 28 of Civil Courts Act.",4,21725
"U/Sec. 28 of Karnataka Civil Court Act",6,21726
"U/Sec. 28 of Karnataka Village Offices Abolition Act",6,21727
"U/Sec. 28 of the Karnataka Civil Courts Act",1,21728
"U/Sec. 29",6,21729
"U/Sec. 29  of the Protection of Women from Domestic Violence Act 2005",1,21730
"U/Sec. 29 R/W 31 OF GUARDIANS AND WARDS ACT",4,21731
"U/Sec. 29 Special Marriage Act",1,21732
"U/Sec. 29 of Guardian and Wards Act 1890",16,21733
"U/Sec. 29 of Protection of Women from Domestic Violence Act R/w sec.397 of Cr. P. C.",2,21734
"U/Sec. 29 of Protection of Women from Domestic Violence Act,2005",183,21735
"U/Sec. 3 and 25 ARMS ACT",1,21736
"U/Sec. 3. 7 of Charitable and Religious Trust Act 1920",5,21737
"U/Sec. 30 of L.A. Act",7,21738
"U/Sec. 302",1,21739
"U/Sec. 31",3,21740
"U/Sec. 31 and 27(2)(a)(r) of Karnataka Rent Act 1999.",3,21741
"U/Sec. 31(2) OF THE SPECIFIC RELIEF ACT",1,21742
"U/Sec. 32, 34 K.E. ACT",12,21743
"U/Sec. 32, 34, 43 KE ACT",1,21744
"U/Sec. 323",1,21745
"U/Sec. 323,",2,21746
"U/Sec. 323, 324, 354, 354 (A), 504, 506 R/W 34 IPC and SEC. 3(1) (10) (11)  SC/ST ACT",4,21747
"U/Sec. 323, 498A R/w 3 and 4 DP ACT",1,21748
"U/Sec. 326",2,21749
"U/Sec. 33    C     2  of I D Act.",2,21750
"U/Sec. 34 of Arbitration and Reconciliation Act 1956",1,21751
"U/Sec. 341",1,21752
"U/Sec. 354 of IPC 1860 and Sec. 12 of POCSO Act.",4,21753
"U/Sec. 363, 376(2)(n)  of IPC 1860 and Sec. 4, 6  of POCSO Act.",3,21754
"U/Sec. 366(A), 376 of IPC and Sec. 4, 8, 12 of Pocso Act 2012.0",1,21755
"U/Sec. 366(a), 344, 376(2)(n) of IPC and Sec. 4, 6 of POCSO Act.",5,21756
"U/Sec. 366(a), 376(2)(n) of IPC and 6 of POCSO Act.",9,21757
"U/Sec. 366(a), 376(2)(n) of IPC and Sec. 4, 6 of POCSO Act.",5,21758
"U/Sec. 366, 376(2)(l), 114, 34 of IPC and Sec. 4, 5(l), 6, 12, 17 of POCSO Act and Sec. 9, 10 of CMR",7,21759
"U/Sec. 366, 376(2)(n)  of IPC and Sec. 6 of POCSO Act.",4,21760
"U/Sec. 366, 376(2)(n) of IPC and Sec. 6 of POCSO Act and Sec. 9 of PCM Act",8,21761
"U/Sec. 370 and 372 of the Indian Succession Act",1,21762
"U/Sec. 372 1  of Indian Succession Act",1,21763
"U/Sec. 372 RW 272 of the Indian Succession Act",5,21764
"U/Sec. 372 of Indian Succession Act",36,21765
"U/Sec. 372 of Indian Succession Act 1872",79,21766
"U/Sec. 372 of Indian Succession Act 1925",20,21767
"U/Sec. 372 of Indian Succession Act.,",50,21768
"U/Sec. 372 of the Indian Succession Act",72,21769
"U/Sec. 374(3)(c) of Cr. P. C.1973",2,21770
"U/Sec. 376(2) of IPC and Sec. 3, 4, 5(j), 5(l), 5(n)  of POCSO Act.",1,21771
"U/Sec. 376(2)(f),376(2)(L),506 of IPC and sec. 6 of POCSO Act 2012",1,21772
"U/Sec. 376(2)(i)(n)(o), 450, 506 of IPC and Sec. 6 of POCSO Act",2,21773
"U/Sec. 376(2)(i)(n), 363 of IPC and Sec. 4 of POCSO Act.",4,21774
"U/Sec. 376(2)(n) of IPC and Sec. 5(j)(ii), 6 of POCSO Act",3,21775
"U/Sec. 376(I), 342, 506 of IPC and sec. 4,6 of POCSO ACt 2012",1,21776
"U/Sec. 379 of IPC 1860 and  Sec. 42, 44(1), 44(2) of KMMC Rule 1994 and Sec. 31R(13) of KNSP 2011.",16,21777
"U/Sec. 379 of IPC and Sec. 21,44(1)(11)  of Mines and Mineral Regulation of Development Act 1957",1,21778
"U/Sec. 379, 353 r/w 149 of IPC and Sec. 42,43,44 of KMMC rule 1994 and Sec. 31R(13) of KNSP 2011.",1,21779
"U/Sec. 379, 420 of IPC 1860 and  Sec. 42, 44(1), 44(2) of KMMC Rule 1994 and Sec. 31R(13) of KNSP 20",2,21780
"U/Sec. 384 of the Indian Succession Act",4,21781
"U/Sec. 39 Rule 2 of C.P.C. R/W 151 of C.P.C",2,21782
"U/Sec. 4 of Indian Charitable Trust 1920",1,21783
"U/Sec. 4(1), 21 of MMRD and Rule 42 and 44 of KMMC Rules.",1,21784
"U/Sec. 40 and 41 of the Guardian and Wards Act",1,21785
"U/Sec. 41 Rule 19  R/w Order 9 Rule 9 And Sec. 151 of C.P.C.",3,21786
"U/Sec. 41 Rule 22 of C.P.C",1,21787
"U/Sec. 42,44 of Karnataka Minor Mineral Consistent Rule and Sec. 4(1A) M.M.D.R. Act",1,21788
"U/Sec. 420,",1,21789
"U/Sec. 426, 506 of IPC and Sec. 3(1)(r), 3(1)(g) of SC/ST POA Act.",2,21790
"U/Sec. 43 Rule 1.r. of C.P.C.",4,21791
"U/Sec. 432",1,21792
"U/Sec. 449",20,21793
"U/Sec. 46 R/W 151 CPC",10,21794
"U/Sec. 482 A and Sec. 80 of CPC",3,21795
"U/Sec. 49 of Karnataka Rent Act.",1,21796
"U/Sec. 5 R/w 39 Karnataka Money Landers Act 1961.",4,21797
"U/Sec. 5 of Indian Limitation Act.",1,21798
"U/Sec. 5 r/w 180 MV Act",1,21799
"U/Sec. 504",1,21800
"U/Sec. 504,",1,21801
"U/Sec. 504, 149, 448, 354(a), 511, 506 of IPC and Sec. 18 of POCSO Act.",6,21802
"U/Sec. 506, 376(2)(n) of IPC and Sec. 6 of POCSO Act.",2,21803
"U/Sec. 51A, 63 Copy Right Act and 420 IPC",1,21804
"U/Sec. 52",3,21805
"U/Sec. 54 R/W 151 of CPC",4,21806
"U/Sec. 54 R/w XX Rule 18 Sec. 151 of CPC",13,21807
"U/Sec. 54 and Order 20 Rule 18 of C.P.C.",1,21808
